Date,Tavg,Tmin ,Tmax,Humidity,Wind speed,Pressure,Phenomenon Weather
01/01/2009,0,-1,1,91,5,1024,Snowy 
02/01/2009,0,-1,2,92,11,1020,Foggy 
03/01/2009,1,-3,3,75,5,1021,Sunny
04/01/2009,-3,-4,-1,91,3,1018,Foggy 
05/01/2009,-2,-3,0,90,2,1013,Snowy 
06/01/2009,0,0,1,91,3,1015,Snowy 
07/01/2009,1,0,2,91,3,1015,Rainy 
08/01/2009,2,1,4,88,4,1022,Rainy 
09/01/2009,0,-4,5,54,2,1029,Sunny
10/01/2009,-4,-8,1,60,3,1027,Foggy 
11/01/2009,-3,-9,3,63,2,1030,Foggy 
12/01/2009,-2,-8,5,63,2,1029,Foggy 
13/01/2009,-3,-9,5,63,2,1029,Foggy 
14/01/2009,1,-2,4,62,2,1028,Sunny
15/01/2009,2,1,4,69,1,1026,Rainy 
16/01/2009,0,-2,2,73,3,1024,Foggy 
17/01/2009,-1,-3,2,74,2,1024,Foggy 
18/01/2009,1,0,2,77,2,1018,Rainy 
19/01/2009,2,1,2,81,3,1010,Rainy 
20/01/2009,1,1,2,79,3,999,Rainy 
21/01/2009,3,1,5,78,3,1002,Foggy 
22/01/2009,1,-1,7,77,2,1005,Foggy 
23/01/2009,1,-2,3,87,4,0,Rainy 
24/01/2009,1,-2,3,86,4,990,Foggy 
25/01/2009,4,0,8,74,4,997,Sunny
26/01/2009,5,2,8,77,4,1001,Rainy 
27/01/2009,4,2,8,82,3,1003,Rainy 
28/01/2009,3,0,7,86,2,1008,Foggy 
29/01/2009,2,-3,10,76,2,1012,Foggy 
30/01/2009,2,-2,7,84,3,1017,Foggy 
31/01/2009,2,-1,4,81,3,1014,Foggy 
01/02/2009,1,0,3,80,3,1009,Snowy 
02/02/2009,1,0,2,89,3,1007,Rainy 
03/02/2009,2,1,5,86,3,1003,Rainy 
04/02/2009,5,1,8,80,3,1000,Rainy 
05/02/2009,7,5,9,87,3,1004,Rainy 
06/02/2009,7,5,9,87,6,997,Rainy 
07/02/2009,8,6,9,85,6,989,Rainy 
08/02/2009,7,4,12,78,5,994,Rainy 
09/02/2009,5,-1,13,66,4,0,Foggy 
10/02/2009,5,4,7,80,4,1006,Rainy 
11/02/2009,6,4,12,63,13,1025,Sunny
12/02/2009,3,-1,9,36,7,1009,Sunny
13/02/2009,4,0,8,0,9,1012,Sunny
14/02/2009,-1,-5,7,53,4,1015,Sunny
15/02/2009,-1,-5,7,57,5,1022,Sunny
16/02/2009,3,-2,10,50,4,1021,Sunny
17/02/2009,5,-2,13,58,8,1013,Sunny
18/02/2009,3,-1,8,51,7,1016,Sunny
19/02/2009,0,-4,6,57,3,1020,Sunny
20/02/2009,1,-5,8,63,8,1024,Sunny
21/02/2009,4,0,12,54,3,1024,Sunny
22/02/2009,4,-2,11,64,4,1019,Sunny
23/02/2009,3,-2,8,75,4,1013,Sunny
24/02/2009,2,-2,8,83,4,1016,Foggy 
25/02/2009,5,1,11,60,5,1027,Sunny
26/02/2009,6,-1,13,61,4,1021,Sunny
27/02/2009,7,-1,15,66,3,1015,Sunny
28/02/2009,8,1,16,68,4,1018,Foggy 
01/03/2009,8,7,11,80,5,1015,Rainy 
02/03/2009,8,7,11,83,3,1014,Rainy 
03/03/2009,8,4,12,83,4,1014,Rainy 
04/03/2009,8,7,9,86,6,1000,Rainy 
05/03/2009,7,5,8,89,4,980,Rainy 
06/03/2009,7,5,10,80,2,989,Rainy 
07/03/2009,4,1,16,79,9,1000,Foggy 
08/03/2009,6,0,15,51,3,1008,Sunny
09/03/2009,6,2,10,77,9,1010,Sunny
10/03/2009,6,1,14,47,3,1016,Sunny
11/03/2009,4,0,17,70,13,1013,Sunny
12/03/2009,5,0,15,44,5,1021,Sunny
13/03/2009,12,6,19,54,6,1016,Sunny
14/03/2009,10,7,15,64,4,1020,Sunny
15/03/2009,11,1,19,64,3,1020,Foggy 
16/03/2009,9,5,17,68,3,1026,Sunny
17/03/2009,10,3,17,56,3,1027,Sunny
18/03/2009,10,4,18,63,3,1021,Sunny
19/03/2009,10,5,17,54,6,1016,Sunny
20/03/2009,7,4,11,57,6,1020,Sunny
21/03/2009,,,,,,,Sunny
22/03/2009,5,-1,13,54,3,1019,Sunny
23/03/2009,8,2,20,56,6,1012,Sunny
24/03/2009,10,7,14,72,13,1000,Sunny
25/03/2009,7,3,16,39,6,1004,Sunny
26/03/2009,7,3,19,68,4,1007,Sunny
27/03/2009,11,4,17,52,4,1008,Sunny
28/03/2009,11,10,13,80,9,1005,Rainy 
29/03/2009,10,9,11,88,5,1001,Rainy 
30/03/2009,12,8,16,75,3,1010,Rainy 
31/03/2009,13,10,17,69,5,1015,Rainy 
01/04/2009,11,9,15,81,4,1013,Rainy 
02/04/2009,12,11,13,85,4,1015,Rainy 
03/04/2009,14,10,20,71,3,1019,Sunny
04/04/2009,13,8,18,69,3,1018,Rainy 
05/04/2009,15,12,21,70,3,1018,Lightning 
06/04/2009,14,7,23,64,3,1015,Foggy 
07/04/2009,15,9,23,58,4,1013,Sunny
08/04/2009,15,10,21,53,3,1016,Sunny
09/04/2009,15,7,23,61,3,1017,Foggy 
10/04/2009,15,12,19,70,6,1014,Sunny
11/04/2009,15,12,20,69,4,1012,Rainy 
12/04/2009,16,13,21,62,4,1010,Sunny
13/04/2009,15,8,24,64,5,1005,Foggy 
14/04/2009,17,10,24,53,4,1007,Sunny
15/04/2009,16,9,24,52,3,1011,Sunny
16/04/2009,13,10,15,75,6,1011,Lightning 
17/04/2009,13,8,20,66,5,1010,Lightning 
18/04/2009,14,9,19,66,4,1012,Rainy 
19/04/2009,12,11,15,80,5,1017,Rainy 
20/04/2009,13,11,16,82,4,1018,Rainy 
21/04/2009,15,10,20,74,3,1016,Rainy 
22/04/2009,18,11,25,60,4,1014,Sunny
23/04/2009,15,10,22,66,9,1013,Sunny
24/04/2009,13,10,17,60,6,1019,Rainy 
25/04/2009,15,8,21,60,3,1019,Foggy 
26/04/2009,12,11,14,80,6,1016,Rainy 
27/04/2009,13,11,15,85,12,1007,Rainy 
28/04/2009,12,11,13,90,6,1003,Lightning 
29/04/2009,12,7,18,73,5,1006,Lightning 
30/04/2009,13,9,19,62,4,1011,Sunny
01/05/2009,13,6,23,62,3,1015,Foggy 
02/05/2009,16,8,25,58,5,1017,Sunny
03/05/2009,16,10,23,53,5,1021,Sunny
04/05/2009,16,11,23,53,4,1016,Lightning 
05/05/2009,15,12,20,58,4,1019,Rainy 
06/05/2009,16,8,24,58,3,1017,Sunny
07/05/2009,17,8,26,57,3,1018,Foggy 
08/05/2009,18,12,24,51,4,1019,Sunny
09/05/2009,19,14,25,60,3,1020,Sunny
10/05/2009,19,13,24,58,3,1020,Foggy 
11/05/2009,18,12,25,49,4,1018,Sunny
12/05/2009,20,15,26,40,4,1017,Sunny
13/05/2009,20,16,26,50,4,1015,Sunny
14/05/2009,20,13,25,48,3,1011,Sunny
15/05/2009,16,14,19,79,4,1010,Rainy 
16/05/2009,19,15,24,66,2,1014,Rainy 
17/05/2009,21,15,27,59,3,1017,Sunny
18/05/2009,22,15,29,57,3,1016,Sunny
19/05/2009,22,14,29,52,4,1017,Sunny
20/05/2009,22,15,30,57,4,1019,Sunny
21/05/2009,23,16,31,52,3,1017,Sunny
22/05/2009,24,16,31,43,4,1014,Sunny
23/05/2009,25,17,32,51,4,1016,Sunny
24/05/2009,27,19,35,50,3,1017,Sunny
25/05/2009,28,22,35,52,5,1016,Sunny
26/05/2009,25,18,34,46,5,1012,Sunny
27/05/2009,20,16,27,59,7,1014,Sunny
28/05/2009,22,14,29,48,4,1021,Sunny
29/05/2009,20,14,29,54,7,1017,Sunny
30/05/2009,18,11,23,51,5,1019,Sunny
31/05/2009,18,11,23,56,9,1017,Sunny
01/06/2009,20,13,25,52,4,1014,Rainy 
02/06/2009,22,15,29,50,4,1010,Rainy 
03/06/2009,21,14,30,50,5,1008,Sunny
04/06/2009,24,18,30,52,6,1007,Sunny
05/06/2009,20,18,27,64,4,1007,Lightning 
06/06/2009,22,17,29,57,13,1020,Sunny
07/06/2009,22,15,28,51,6,1005,Sunny
08/06/2009,21,18,27,56,5,1011,Lightning 
09/06/2009,20,17,26,63,7,1013,Rainy 
10/06/2009,22,16,27,56,4,1016,Sunny
11/06/2009,24,18,30,55,5,1015,Sunny
12/06/2009,24,17,31,53,5,1015,Sunny
13/06/2009,25,16,32,51,5,1016,Sunny
14/06/2009,27,17,34,50,4,1019,Sunny
15/06/2009,27,23,33,51,6,1018,Sunny
16/06/2009,27,21,33,55,6,1015,Sunny
17/06/2009,24,22,27,56,7,1020,Rainy 
18/06/2009,25,17,31,59,3,1019,Sunny
19/06/2009,27,22,33,56,4,1013,Lightning 
20/06/2009,22,19,26,68,9,1012,Lightning 
21/06/2009,19,15,25,62,4,1014,Lightning 
22/06/2009,18,13,26,54,7,1012,Sunny
23/06/2009,21,16,28,48,6,1009,Sunny
24/06/2009,22,16,29,53,4,1008,Sunny
25/06/2009,25,17,39,53,5,1007,Lightning 
26/06/2009,22,18,28,73,4,1008,Lightning 
27/06/2009,23,20,29,70,4,1009,Lightning 
28/06/2009,25,19,31,65,3,1011,Sunny
29/06/2009,26,20,31,63,5,1012,Lightning 
30/06/2009,26,21,32,65,4,1015,Rainy 
01/08/2009,28,23,33,58,3,1014,Sunny
02/08/2009,27,23,31,58,3,1012,Sunny
03/08/2009,22,19,26,71,4,1011,Lightning 
04/08/2009,23,17,30,69,3,1012,Foggy 
05/08/2009,25,18,32,54,3,1015,Sunny
06/08/2009,26,19,32,56,3,1015,Sunny
07/08/2009,27,23,32,56,4,1014,Sunny
08/08/2009,26,24,28,63,3,1015,Sunny
09/08/2009,26,22,31,64,3,1014,Sunny
10/08/2009,24,18,30,71,4,1015,Lightning 
11/08/2009,25,18,32,65,2,1015,Sunny
12/08/2009,26,21,32,61,2,1016,Sunny
13/08/2009,27,22,33,63,2,1013,Sunny
14/08/2009,26,20,31,61,3,1014,Sunny
15/08/2009,27,22,32,64,2,1018,Sunny
16/08/2009,28,22,33,63,3,1017,Sunny
17/08/2009,28,21,34,61,3,1015,Sunny
18/08/2009,28,22,36,61,2,1015,Sunny
19/08/2009,29,22,35,58,3,1019,Sunny
20/08/2009,29,22,35,56,3,1020,Sunny
21/08/2009,28,21,34,60,3,1017,Sunny
22/08/2009,27,20,33,63,4,1014,Sunny
23/08/2009,27,23,31,57,5,1016,Lightning 
24/08/2009,26,21,31,52,4,1014,Sunny
25/08/2009,26,21,31,54,4,1013,Sunny
26/08/2009,26,21,32,57,4,1016,Sunny
27/08/2009,25,19,32,70,3,1017,Lightning 
28/08/2009,26,20,33,64,3,1014,Sunny
29/08/2009,27,22,33,59,4,1010,Sunny
30/08/2009,21,18,25,59,7,1018,Sunny
31/08/2009,22,15,29,62,3,1020,Foggy 
01/09/2009,24,17,32,59,2,1018,Sunny
02/09/2009,25,20,32,62,3,1014,Lightning 
03/09/2009,25,23,30,64,4,1009,Sunny
04/09/2009,26,20,32,61,4,1006,Sunny
05/09/2009,23,18,29,42,6,1013,Sunny
06/09/2009,20,13,27,46,5,1021,Sunny
07/09/2009,20,13,26,46,3,1023,Sunny
08/09/2009,21,14,27,51,4,1023,Sunny
09/09/2009,22,19,27,46,3,1021,Sunny
10/09/2009,22,15,29,53,2,1021,Rainy 
11/09/2009,23,18,30,55,4,1019,Lightning 
12/09/2009,22,17,28,56,5,1016,Sunny
13/09/2009,21,14,29,57,3,1013,Sunny
14/09/2009,17,15,21,72,7,1009,Lightning 
15/09/2009,16,15,19,85,4,1014,Rainy 
16/09/2009,17,16,19,92,4,1010,Rainy 
17/09/2009,20,17,25,77,2,1011,Rainy 
18/09/2009,20,15,27,70,2,1016,Rainy 
19/09/2009,21,16,27,72,2,1016,Rainy 
20/09/2009,19,14,27,75,2,1017,Foggy 
21/09/2009,20,16,26,77,2,1020,Lightning 
22/09/2009,20,14,28,72,2,1023,Foggy 
23/09/2009,21,15,28,71,2,1024,Foggy 
24/09/2009,21,15,28,69,2,1020,Foggy 
25/09/2009,22,17,27,67,3,1018,Foggy 
26/09/2009,21,18,24,70,3,1022,Lightning 
27/09/2009,20,14,26,61,2,1024,Sunny
28/09/2009,19,13,27,68,2,1021,Foggy 
29/09/2009,20,13,28,69,3,1017,Foggy 
30/09/2009,21,14,27,69,2,1015,Foggy 
01/10/2009,21,16,27,68,2,1012,Foggy 
02/10/2009,20,14,30,70,2,1011,Foggy 
03/10/2009,18,13,24,63,3,1015,Rainy 
04/10/2009,18,11,24,68,2,1015,Foggy 
05/10/2009,18,14,22,71,2,1019,Sunny
06/10/2009,19,16,21,75,2,1021,Sunny
07/10/2009,21,18,25,68,2,1021,Sunny
08/10/2009,21,19,26,66,2,1017,Sunny
09/10/2009,19,17,21,79,2,1016,Lightning 
10/10/2009,19,16,24,80,2,1013,Rainy 
11/10/2009,17,11,22,76,2,1012,Foggy 
12/10/2009,15,12,20,73,11,1007,Foggy 
13/10/2009,16,13,21,0,10,1014,Sunny
14/10/2009,13,8,17,41,9,1016,Sunny
15/10/2009,8,4,14,48,2,1018,Sunny
16/10/2009,9,2,15,50,2,1018,Sunny
17/10/2009,9,2,14,58,3,1013,Sunny
18/10/2009,8,2,16,61,2,1015,Foggy 
19/10/2009,8,2,15,57,2,1016,Sunny
20/10/2009,,,,,,,Sunny
21/10/2009,9,7,11,75,3,1015,Rainy 
22/10/2009,9,7,16,89,2,1007,Lightning 
23/10/2009,11,9,14,82,2,1007,Sunny
24/10/2009,11,7,20,79,1,1012,Foggy 
25/10/2009,14,9,22,66,2,1016,Foggy 
26/10/2009,12,6,21,75,1,1016,Foggy 
27/10/2009,12,7,19,78,2,1020,Foggy 
28/10/2009,11,6,18,82,2,1020,Foggy 
29/10/2009,11,8,16,85,2,1017,Foggy 
30/10/2009,11,6,17,77,4,1023,Foggy 
31/10/2009,11,6,14,67,4,1025,Foggy 
01/11/2009,10,5,14,75,2,1021,Foggy 
02/11/2009,9,8,11,87,5,1007,Rainy 
03/11/2009,9,3,15,73,4,998,Sunny
04/11/2009,8,5,11,76,3,998,Rainy 
05/11/2009,8,3,11,80,3,1003,Rainy 
06/11/2009,8,5,11,81,4,1007,Rainy 
07/11/2009,7,3,12,81,4,1006,Rainy 
08/11/2009,8,7,9,87,5,998,Rainy 
09/11/2009,9,8,12,82,3,1003,Rainy 
10/11/2009,8,4,15,73,2,1005,Foggy 
11/11/2009,6,1,15,68,1,1006,Foggy 
12/11/2009,7,0,14,68,2,1013,Foggy 
13/11/2009,9,5,10,71,3,1021,Rainy 
14/11/2009,9,8,11,85,1,1022,Rainy 
15/11/2009,10,9,11,86,2,1020,Rainy 
16/11/2009,11,10,12,89,1,1018,Rainy 
17/11/2009,12,10,14,84,1,1021,Sunny
18/11/2009,12,11,14,86,3,1025,Sunny
19/11/2009,12,11,13,83,1,1029,Sunny
20/11/2009,11,6,13,82,2,1031,Foggy 
21/11/2009,9,5,11,93,2,996,Foggy 
22/11/2009,9,9,10,92,2,1025,Rainy 
23/11/2009,9,8,11,85,3,1019,Sunny
24/11/2009,8,7,11,87,4,1020,Foggy 
25/11/2009,8,7,9,93,2,1022,Foggy 
26/11/2009,8,8,9,92,2,1019,Rainy 
27/11/2009,9,8,11,85,2,1015,Sunny
28/11/2009,9,8,13,82,2,1014,Foggy 
29/11/2009,9,8,10,92,7,1012,Rainy 
30/11/2009,10,9,12,90,7,996,Rainy 
01/12/2009,8,4,13,76,4,1003,Sunny
02/12/2009,5,0,12,76,2,1014,Foggy 
03/12/2009,3,-1,6,79,2,1013,Rainy 
04/12/2009,4,4,5,85,3,1006,Rainy 
05/12/2009,6,3,12,80,2,1015,Foggy 
06/12/2009,4,1,7,82,2,1018,Foggy 
07/12/2009,6,5,7,84,2,1018,Rainy 
08/12/2009,7,4,10,79,6,1013,Rainy 
09/12/2009,5,2,12,67,3,1020,Sunny
10/12/2009,4,1,11,73,1,1023,Foggy 
11/12/2009,4,-1,9,74,3,1015,Foggy 
12/12/2009,5,0,9,71,4,1014,Foggy 
13/12/2009,,,,,,,Sunny
14/12/2009,,,,,,,Sunny
15/12/2009,1,-2,6,60,2,1008,Sunny
16/12/2009,0,-4,5,64,2,1005,Sunny
17/12/2009,1,-2,3,76,3,1003,Snowy 
18/12/2009,-1,-2,1,79,4,1003,Snowy 
19/12/2009,-3,-5,-1,73,2,998,Snowy 
20/12/2009,-5,-7,-3,73,2,1008,Foggy 
21/12/2009,-4,-5,-2,75,2,1014,Snowy 
22/12/2009,-1,-3,1,82,3,1006,Rainy 
23/12/2009,2,1,5,85,4,0,Rainy 
24/12/2009,3,2,4,87,2,1000,Rainy 
25/12/2009,5,2,8,82,5,997,Rainy 
26/12/2009,3,-1,6,59,2,1010,Sunny
27/12/2009,2,-1,8,64,2,1006,Sunny
28/12/2009,1,-2,4,70,2,1008,Rainy 
29/12/2009,2,-1,5,74,2,1009,Foggy 
30/12/2009,4,3,5,78,2,1004,Rainy 
31/12/2009,4,4,5,81,2,998,Foggy 
01/01/2010,5,3,7,88,2,992,Rainy 
02/01/2010,3,1,10,82,11,1004,Foggy 
03/01/2010,0,-3,3,50,3,1019,Sunny
04/01/2010,1,-1,3,63,2,1017,Snowy 
05/01/2010,2,1,3,66,2,1006,Sunny
06/01/2010,3,1,8,59,2,999,Rainy 
07/01/2010,3,-1,7,70,2,988,Rainy 
08/01/2010,3,2,5,87,3,1002,Rainy 
09/01/2010,4,3,6,90,4,996,Rainy 
10/01/2010,5,2,10,75,4,1007,Rainy 
11/01/2010,1,-1,5,84,2,0,Foggy 
12/01/2010,2,0,5,79,2,1014,Sunny
13/01/2010,4,3,5,83,2,1011,Rainy 
14/01/2010,4,3,5,83,2,1011,Rainy 
15/01/2010,5,1,8,75,2,1018,Foggy 
16/01/2010,2,0,4,84,2,1025,Foggy 
17/01/2010,4,2,6,77,3,1022,Sunny
18/01/2010,2,0,6,85,3,1024,Foggy 
19/01/2010,0,-1,1,87,2,1022,Foggy 
20/01/2010,0,-2,1,82,2,1017,Foggy 
21/01/2010,0,-1,1,86,2,1018,Foggy 
22/01/2010,1,-1,2,83,3,1024,Foggy 
23/01/2010,1,0,3,79,4,1025,Sunny
24/01/2010,1,-1,2,76,2,1025,Sunny
25/01/2010,2,1,3,68,3,1028,Snowy 
26/01/2010,2,0,5,68,3,1026,Snowy 
27/01/2010,2,-2,6,67,3,1022,Foggy 
28/01/2010,2,-2,8,66,5,1005,Sunny
29/01/2010,1,-2,5,71,2,998,Rainy 
30/01/2010,2,-1,4,74,3,991,Rainy 
31/01/2010,2,-2,7,55,5,1001,Foggy 
01/02/2010,1,-5,7,56,3,1012,Foggy 
02/02/2010,0,-4,9,52,3,1018,Sunny
03/02/2010,4,0,8,53,3,1017,Sunny
04/02/2010,4,2,6,58,3,1022,Rainy 
05/02/2010,2,0,3,92,3,1014,Rainy 
06/02/2010,3,1,6,82,3,1006,Rainy 
07/02/2010,2,-1,5,87,2,1010,Foggy 
08/02/2010,1,-1,2,88,2,1009,Foggy 
09/02/2010,2,0,3,90,3,1005,Snowy 
10/02/2010,3,0,5,89,3,996,Sunny
11/02/2010,2,1,4,91,5,995,Rainy 
12/02/2010,5,2,10,72,4,1003,Sunny
13/02/2010,4,-1,11,65,2,1008,Foggy 
14/02/2010,4,2,7,79,3,1008,Rainy 
15/02/2010,2,0,4,97,2,1007,Rainy 
16/02/2010,4,3,5,86,3,1007,Rainy 
17/02/2010,5,4,6,98,3,1002,Rainy 
18/02/2010,6,7,11,92,4,1002,Rainy 
19/02/2010,7,6,8,99,6,994,Rainy 
20/02/2010,7,4,14,79,4,994,Sunny
21/02/2010,6,1,9,83,5,1006,Rainy 
22/02/2010,5,4,6,96,4,1006,Rainy 
23/02/2010,6,5,9,94,4,1003,Rainy 
24/02/2010,7,5,12,89,2,1004,Foggy 
25/02/2010,8,3,14,86,3,1006,Rainy 
26/02/2010,10,8,13,85,5,1000,Rainy 
27/02/2010,9,2,14,53,3,1010,Rainy 
28/02/2010,8,6,10,82,4,1007,Rainy 
01/03/2010,7,2,13,86,3,1010,Sunny
02/03/2010,10,3,18,72,3,1017,Foggy 
03/03/2010,7,4,10,88,5,1016,Rainy 
04/03/2010,,,,,,,Sunny
05/03/2010,5,3,9,67,7,1014,Rainy 
06/03/2010,4,-3,10,46,4,1015,Sunny
07/03/2010,4,1,6,61,8,1019,Sunny
08/03/2010,2,0,5,52,5,1017,Sunny
09/03/2010,1,-1,4,67,5,1012,Snowy 
10/03/2010,1,0,2,100,3,1011,Snowy 
11/03/2010,3,0,6,85,3,1011,Snowy 
12/03/2010,4,0,9,80,3,1014,Sunny
13/03/2010,6,-1,12,78,3,1019,Foggy 
14/03/2010,7,0,14,75,3,1018,Foggy 
15/03/2010,9,2,16,56,5,1019,Sunny
16/03/2010,10,3,18,41,6,1021,Sunny
17/03/2010,10,2,15,62,4,1028,Sunny
18/03/2010,12,8,16,68,5,1029,Sunny
19/03/2010,12,7,16,67,4,1028,Sunny
20/03/2010,12,10,13,84,3,1025,Rainy 
21/03/2010,11,10,12,99,2,1023,Rainy 
22/03/2010,11,11,12,99,3,1022,Rainy 
23/03/2010,13,10,18,89,3,1020,Rainy 
24/03/2010,14,10,19,80,4,1017,Foggy 
25/03/2010,14,11,17,79,5,1017,Rainy 
26/03/2010,14,12,17,85,10,1013,Rainy 
27/03/2010,13,5,18,68,3,1010,Sunny
28/03/2010,14,6,20,52,5,1012,Sunny
29/03/2010,14,8,17,62,2,1013,Sunny
30/03/2010,11,8,14,85,7,1004,Lightning 
31/03/2010,11,5,18,70,5,1004,Sunny
01/04/2010,9,5,12,77,8,1010,Lightning 
02/04/2010,8,1,15,64,3,1016,Sunny
03/04/2010,8,6,11,79,5,1018,Rainy 
04/04/2010,9,7,10,92,8,1015,Rainy 
05/04/2010,12,4,19,47,7,1018,Rainy 
06/04/2010,12,3,19,47,3,1023,Sunny
07/04/2010,13,6,18,56,3,1021,Sunny
08/04/2010,14,9,19,54,4,1021,Sunny
09/04/2010,15,7,22,54,3,1023,Sunny
10/04/2010,16,8,24,52,4,1018,Foggy 
11/04/2010,11,7,17,69,12,1014,Rainy 
12/04/2010,10,8,16,62,5,1012,Sunny
13/04/2010,11,7,16,61,4,1011,Rainy 
14/04/2010,12,4,18,58,4,1010,Sunny
15/04/2010,13,9,18,62,4,1012,Sunny
16/04/2010,12,6,19,67,5,1014,Rainy 
17/04/2010,12,10,17,80,5,1017,Rainy 
18/04/2010,11,8,15,87,4,1016,Rainy 
19/04/2010,13,6,22,73,3,1013,Foggy 
20/04/2010,16,8,24,61,4,1013,Sunny
21/04/2010,17,12,24,59,6,1012,Sunny
22/04/2010,16,13,20,69,4,1011,Sunny
23/04/2010,14,13,16,87,5,1013,Rainy 
24/04/2010,16,12,20,82,4,1018,Rainy 
25/04/2010,18,11,24,70,4,1021,Foggy 
26/04/2010,20,16,26,63,4,1020,Lightning 
27/04/2010,17,14,21,74,4,1022,Lightning 
28/04/2010,18,12,25,70,2,1023,Foggy 
29/04/2010,20,14,26,60,3,1020,Sunny
30/04/2010,20,16,24,54,4,1015,Sunny
01/05/2010,19,15,22,64,4,1012,Sunny
02/05/2010,17,15,18,76,9,1009,Rainy 
03/05/2010,16,12,21,85,5,1006,Lightning 
04/05/2010,14,13,16,93,5,1007,Rainy 
05/05/2010,14,11,17,94,5,1003,Lightning 
06/05/2010,12,8,19,84,3,1003,Rainy 
07/05/2010,13,9,16,84,4,1007,Rainy 
08/05/2010,14,11,19,75,4,1009,Rainy 
09/05/2010,15,12,20,79,5,1010,Rainy 
10/05/2010,14,12,17,91,5,1008,Rainy 
11/05/2010,15,14,19,94,8,1006,Lightning 
12/05/2010,16,13,19,85,6,1006,Lightning 
13/05/2010,16,12,21,77,4,1006,Rainy 
14/05/2010,14,11,18,76,5,1005,Lightning 
15/05/2010,14,11,18,73,4,1000,Sunny
16/05/2010,16,12,23,55,7,1006,Sunny
17/05/2010,16,11,23,37,7,1014,Sunny
18/05/2010,15,10,23,44,10,1017,Sunny
19/05/2010,17,12,22,44,6,1017,Sunny
20/05/2010,19,12,24,48,4,1019,Sunny
21/05/2010,20,13,27,47,3,1019,Sunny
22/05/2010,20,13,27,53,3,1018,Sunny
23/05/2010,23,17,28,44,4,1016,Sunny
24/05/2010,2,0,28,26,4,1015,Sunny
25/05/2010,23,19,28,48,6,1013,Sunny
26/05/2010,22,17,26,45,5,1011,Sunny
27/05/2010,18,15,23,69,4,1009,Lightning 
28/05/2010,19,14,23,71,3,1013,Sunny
29/05/2010,20,16,25,72,4,1015,Lightning 
30/05/2010,20,17,25,75,4,1011,Rainy 
31/05/2010,22,16,25,38,11,1005,Sunny
01/06/2010,21,14,26,39,7,1007,Sunny
02/06/2010,23,19,27,35,8,1005,Rainy 
03/06/2010,21,17,25,54,9,1008,Sunny
04/06/2010,23,16,29,49,5,1014,Sunny
05/06/2010,24,19,30,55,4,1018,Sunny
06/06/2010,25,19,30,56,5,1016,Sunny
07/06/2010,23,21,26,63,4,1012,Sunny
08/06/2010,23,21,27,63,4,1011,Sunny
09/06/2010,25,18,29,56,4,1011,Sunny
10/06/2010,25,21,29,61,6,1012,Rainy 
11/06/2010,25,20,30,65,4,1011,Sunny
12/06/2010,26,21,29,60,4,1010,Sunny
13/06/2010,23,21,28,56,5,1010,Rainy 
14/06/2010,23,19,27,63,5,1011,Sunny
15/06/2010,21,18,24,79,7,1013,Rainy 
16/06/2010,20,17,21,92,6,1010,Rainy 
17/06/2010,19,16,22,83,5,1013,Lightning 
18/06/2010,20,14,25,73,5,1010,Foggy 
19/06/2010,18,16,24,78,4,1002,Lightning 
20/06/2010,15,13,16,87,4,1002,Rainy 
21/06/2010,19,13,25,67,5,1007,Sunny
22/06/2010,21,15,25,57,4,1013,Sunny
23/06/2010,22,16,27,52,3,1016,Sunny
24/06/2010,23,17,28,60,3,1014,Sunny
25/06/2010,24,19,28,57,3,1013,Sunny
26/06/2010,24,18,30,62,3,1012,Sunny
27/06/2010,26,20,30,57,5,1015,Sunny
28/06/2010,26,21,31,59,4,1015,Sunny
29/06/2010,26,23,31,57,4,1016,Sunny
30/06/2010,27,21,31,57,3,1016,Sunny
01/07/2010,28,22,33,56,4,1015,Sunny
02/07/2010,28,22,32,55,3,1015,Sunny
03/07/2010,29,24,33,53,5,1015,Sunny
04/07/2010,28,22,33,52,3,1015,Sunny
05/07/2010,27,22,32,65,5,1014,Lightning 
06/07/2010,27,23,31,63,5,1014,Sunny
07/07/2010,26,20,30,60,6,1017,Sunny
08/07/2010,26,22,29,57,6,1020,Sunny
09/07/2010,27,22,31,60,3,1020,Sunny
10/07/2010,28,23,33,63,4,1019,Sunny
11/07/2010,29,22,33,60,6,1017,Lightning 
12/07/2010,27,21,33,67,5,1015,Lightning 
13/07/2010,28,23,32,64,5,1012,Lightning 
14/07/2010,28,24,33,57,3,1012,Sunny
15/07/2010,29,24,33,55,4,1012,Sunny
16/07/2010,29,23,34,57,4,1014,Sunny
17/07/2010,29,23,34,58,4,1013,Sunny
18/07/2010,27,22,31,40,7,1015,Sunny
19/07/2010,26,22,30,52,4,1017,Sunny
20/07/2010,27,23,31,54,4,1014,Sunny
21/07/2010,28,20,33,56,4,1012,Sunny
22/07/2010,29,24,33,53,4,1012,Sunny
23/07/2010,26,20,31,67,4,1011,Lightning 
24/07/2010,25,19,31,33,12,1010,Sunny
25/07/2010,24,18,29,34,5,1009,Sunny
26/07/2010,23,18,28,51,5,1010,Lightning 
27/07/2010,24,19,28,54,5,1012,Lightning 
28/07/2010,24,18,30,55,4,1015,Sunny
29/07/2010,22,18,25,69,5,1009,Rainy 
30/07/2010,21,15,27,64,5,1010,Lightning 
